name,price,discount,rating,rating_review_count,description,image_url
"IQOO Z10R 5G (Moonstone, 256 GB)","₹22,799",8% off,4.4,"3,935 Ratings & 225 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/g/z10r-5g-i2410-iqoo-original-imahjt769yzfc2eg.jpeg?q=70
"vivo T4 5G (Emerald Blaze, 128 GB)","₹22,999",11% off,4.5,"97,700 Ratings & 4,346 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/f/0/-original-imahbgqyz5sqhwq9.jpeg?q=70
"Ai+ Pulse (Sparkle Red, 128 GB)","₹7,499",25% off,4.1,"7,256 Ratings & 418 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/w/t/-original-imahhc4czn6fswwz.jpeg?q=70
"Samsung Galaxy F36 5G (Black, 128 GB)","₹17,499",28% off,4.2,"4,865 Ratings & 330 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.02 cm (6.7 inch) Full HD+ Display
50MP + 8MP + 2MP | 13MP Front Camera
5000 mAh Battery
Samsung Exynos 1380 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/k/g/-original-imahgynnzvyjucyf.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 128 GB)","₹20,999",16% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/a/e/-original-imahkcvgkwzd7u6p.jpeg?q=70
"realme Narzo 90x 5G (Nitro Blue, 128 GB)","₹14,989",11% off,4.4,"1,044 Ratings & 62 Reviews","6 GB RAM | 128 GB ROM
17.27 cm (6.8 inch) Display
50MP Rear Camera
7000 mAh Battery
12 Months Brand Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/y/9/narzo-90x-5g-rmx5264-realme-original-imahj5zjbz46czwy.jpeg?q=70
"REDMI A4 (Sparkle Purple, 128 GB)","₹11,695",10% off,4.2,"2,302 Ratings & 80 Reviews","6 GB RAM | 128 GB ROM
17.48 cm (6.88 inch) Display
50MP + 50MP | 5MP Dual Front Camera
5160 mAh Battery
Snapdragon 4s Gen 2 5G Processor Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/l/l/a4-24116rnc1i-redmi-original-imahjt7cumwpdasg.jpeg?q=70
"IQOO Z10R 5G (Moonstone, 256 GB)","₹24,697",8% off,4.3,526 Ratings & 35 Reviews,"12 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/n/o/-original-imahgkgxr4fupr5v.jpeg?q=70
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹24,658",8% off,4.3,526 Ratings & 35 Reviews,"12 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/k/r/z10r-5g-i2410-iqoo-original-imahehzhhxvc9xgw.jpeg?q=70
"MOTOROLA Signature (PANTONE Carbon, 256 GB)","₹59,999",20% off,4.5,142 Ratings & 24 Reviews,"12 GB RAM | 256 GB ROM
17.27 cm (6.8 inch) Super HD Display
50MP + 50MP + 50MP | 50MP Front Camera
5200 mAh Battery
Snapdragon 8 Gen 5 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/r/q/-original-imahk769gdyuuzhj.jpeg?q=70
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹33,699",3% off,4.5,"2,428 Ratings & 157 Reviews","8 GB RAM | 256 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
6800 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/o/-original-imahgkgxdvjepups.jpeg?q=70
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,499",24% off,4.2,"40,905 Ratings & 2,428 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB
17.02 cm (6.7 inch) HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/o/d/-original-imahfvrmfkwybeyc.jpeg?q=70
"Ai+ Pulse (Green, 64 GB)","₹6,999",12% off,4.3,"45,040 Ratings & 2,679 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/8/r/-original-imahgzhp6ymjfsv4.jpeg?q=70
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹69,999",17% off,4.5,162 Ratings & 23 Reviews,"16 GB RAM | 1 TB ROM
17.27 cm (6.8 inch) Super HD Display
50MP + 50MP + 50MP | 50MP Front Camera
5200 mAh Battery
Snapdragon 8 Gen 5 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/0/0/-original-imahk769tzesprwf.jpeg?q=70
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹14,999",16% off,4.3,"4,103 Ratings & 237 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.53 cm (6.9 inch) Display
50MP AI Dual Camera
7000 mAh Battery
Snapdragon 6s Gen 3 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/t/s/-original-imahf728ffwf54gs.jpeg?q=70
Jmax Prime,₹730,51% off,4,6 Ratings & 0 Reviews,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
1.3MP Rear Camera
2250 mAh Battery
3 Months Domestic Warranty 7698174900",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/p/f/prime-prime-jmax-original-imahgvhyhtgsa7xf.jpeg?q=70
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹12,515",16% off,4.3,"7,388 Ratings & 313 Reviews","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/z/x/-original-imahgkgx3y8b4e6j.jpeg?q=70
"REDMI A4 (Sparkle Purple, 64 GB)","₹10,007",9% off,4.3,"15,112 Ratings & 628 Reviews","4 GB RAM | 64 GB ROM
17.48 cm (6.88 inch) Display
50MP Rear Camera
5160 mAh Battery
1 Year",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/a/a4-24116rnc1i-redmi-original-imahghhcmx9gnb3f.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹22,999",11% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/7/t/-original-imahgqnz4hjyk6fh.jpeg?q=70
"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)","₹7,499",16% off,4.2,"1,16,182 Ratings & 4,723 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.04 cm (6.71 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Battery
Helio G36 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/s/-original-imah2qyrmtgtzztg.jpeg?q=70
"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)","₹9,496",13% off,4.3,"1,772 Ratings & 89 Reviews","6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) HD+ Display
32MP Rear Camera
6300 mAh Battery
1 year brand Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/t/-original-imahgkgxmhadh95w.jpeg?q=70
"Ai+ Nova 5G (Black, 128 GB)","₹8,999",18% off,4.2,"25,944 Ratings & 1,625 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T8200 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/x/i/-original-imahgzhp2fteyggf.jpeg?q=70
"Nothing Phone (3a) Pro (Black, 256 GB)","₹31,999",8% off,4.5,"13,844 Ratings & 1,038 Reviews","8 GB RAM | 256 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/h/-original-imahcfcfkenf5rks.jpeg?q=70
"Nothing Phone (3a) Pro (Grey, 256 GB)","₹31,999",8% off,4.5,"13,844 Ratings & 1,038 Reviews","8 GB RAM | 256 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/n/p/-original-imahcfcfwzp8sydh.jpeg?q=70
"POCO M7 5G (Satin Black, 128 GB)","₹11,799",15% off,4.3,"16,982 Ratings & 802 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/3/-original-imah9wydpxgkjtgw.jpeg?q=70
"IQOO Z10X 5G (Ultramarine, 128 GB)","₹16,489",13% off,4.4,"5,381 Ratings & 247 Reviews","8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Display
50MP Rear Camera
6500 mAh Battery
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/k/c/-original-imahgzpkuv5hzyny.jpeg?q=70
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹33,685",3% off,4.5,"2,428 Ratings & 157 Reviews","8 GB RAM | 256 GB ROM
17.35 cm (6.83 inch) Full HD+ AMOLED Display
50MP + 50MP + 8MP | 50MP Front Camera
6800 mAh Battery
Qualcomm® Snapdragon™ 8s Gen 3 Mobile Platform Processor
1 Year",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/o/-original-imahgkgxdvjepups.jpeg?q=70
LAVA A2 Smart,"₹1,198",22% off,4,630 Ratings & 38 Reviews,"4 MB RAM | 24 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) HVGA Display
1.3MP + 0MP | 0MP Front Camera
1200 mAh Battery
Mtk Processor
1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/f/o/a2-smart-lf6004-lava-original-imahhsxyqjyhmqvc.jpeg?q=70
Jmax Super 2,₹567,43% off,3.9,"2,064 Ratings & 162 Reviews","32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1100 mAh Battery
1 Year Domestic Warranty 7698174900",https://rukminim2.flixcart.com/image/312/312/ku2zjww0/mobile/s/7/2/super-2-super-2-jmax-original-imag7ae9cj83dgtg.jpeg?q=70
"realme P3x 5G (Midnight Blue, 128 GB)","₹12,999",23% off,4.4,"74,275 Ratings & 2,851 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/1/-original-imah9gtmya9qhqse.jpeg?q=70
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹14,999",16% off,4.3,"4,103 Ratings & 237 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.53 cm (6.9 inch) Display
50MP AI Dual Camera
7000 mAh Battery
Snapdragon 6s Gen 3 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/f/x/-original-imahgwae44avqzng.jpeg?q=70
"Ai+ Nova 5G (Pink, 128 GB)","₹8,999",18% off,4.2,"25,944 Ratings & 1,625 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T8200 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/r/p/-original-imahdsbnk9ya4e3z.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹22,999",11% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/g/-original-imahgympttnkvw7t.jpeg?q=70
LAVA A7 Torch+,"₹1,498",21% off,4,"1,666 Ratings & 121 Reviews","4 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Quarter QVGA Display
0.3MP + 0MP | 0MP Front Camera
2575 mAh Battery
Mtk Processor
1 Year Handset Domestic warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/shopsy-mobile/0/1/7/a7-torch-32-lf7002-lava-24-original-imahhhtprscbhpxs.jpeg?q=70
"Nothing Phone (3a) Pro (Grey, 128 GB)","₹29,999",9% off,4.5,"13,844 Ratings & 1,038 Reviews","8 GB RAM | 128 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/n/p/-original-imahcfcfwzp8sydh.jpeg?q=70
"Nothing Phone (3a) Pro (Black, 256 GB)","₹33,999",8% off,4.4,"8,110 Ratings & 485 Reviews","12 GB RAM | 256 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/h/-original-imahcfcfkenf5rks.jpeg?q=70
"IQOO Z10R 5G (Moonstone, 128 GB)","₹20,150",14% off,4.4,"3,935 Ratings & 225 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/n/o/-original-imahgkgxr4fupr5v.jpeg?q=70
MOTOROLA Moto A200,"₹1,157",25% off,4,867 Ratings & 77 Reviews,"56 MB RAM | 36 MB ROM | Expandable Upto 64 GB
4.5 cm (1.77 inch) HVGA Display
0MP | 0MP Front Camera
800 mAh Battery
NA Processor
2 Years Domestic Replacement Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/shopsy-mobile/u/q/2/moto-a200-36-od-1802-motorola-56-original-imahhhtpnhrr7meu.jpeg?q=70
"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)","₹19,999",,4.4,"10,553 Ratings & 656 Reviews","6 GB RAM | 128 GB ROM
17.22 cm (6.78 inch) Full HD+ Display
64MP + 2MP | 13MP Front Camera
5500 mAh Battery
Dimensity 7300 Ultimate Processor
1 Year Warranty for Handset and 6 Months Warranty for Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/a/note-50s-5g-x6870-infinix-original-imahed76tuzgybtk.jpeg?q=70
"POCO C75 5G (Aqua Bliss, 64 GB)","₹8,499",22% off,4.2,"1,55,188 Ratings & 6,761 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5160 mAh Battery
4s Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/2/g/-original-imahbr2cz5apcwze.jpeg?q=70
"Ai+ Pulse (Purple, 128 GB)","₹7,499",25% off,4.1,"7,256 Ratings & 418 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/l/u/-original-imahdsbnduqgjgwb.jpeg?q=70
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹41,999",44% off,4.6,"55,343 Ratings & 3,156 Reviews","8 GB RAM | 128 GB ROM
15.75 cm (6.2 inch) Full HD+ Display
50MP + 12MP | 12MP Front Camera
4000 mAh Battery
8 Gen 3 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/d/-original-imahfz2tuqdczpfg.jpeg?q=70
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999",18% off,4.3,"47,300 Ratings & 3,465 Reviews","8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Display
50MP + 50MP + 10MP | 50MP Front Camera
6000 mAh Battery
Dimensity 8350 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/t/-original-imahgqnzzc6cgggb.jpeg?q=70
"Motorola Edge 50 Fusion (Hot Pink, 128 GB)","₹18,999",26% off,4.4,"1,42,656 Ratings & 9,015 Reviews","8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
50MP + 13MP | 32MP Front Camera
5000 mAh Battery
7s Gen 2 Processor
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/l/edge-50-fusion-pb300001in-motorola-original-imahywzpfd2jh9ep.jpeg?q=70
"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)","₹24,879",42% off,4.4,"7,062 Ratings & 435 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 12MP + 5MP | 32MP Front Camera
5000 mAh Battery
Samsung Exynos 1480 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/q/t/-original-imahbzpzhcptykzf.jpeg?q=70
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹8,465",5% off,4.3,"2,236 Ratings & 87 Reviews","4 GB RAM | 64 GB ROM
17.12 cm (6.74 inch) HD+ Display
32MP Rear Camera
6300 mAh Battery
1 year brand Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/e/a/-original-imahgkgxnr2yypmq.jpeg?q=70
"vivo T4 Pro 5G (Blaze Gold, 128 GB)","₹27,999",15% off,4.5,"16,016 Ratings & 1,037 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP + 2MP + 50MP | 32MP Front Camera
6500 mAh Battery
7 Gen 4 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/c/b/-original-imahfkvezr4fcets.jpeg?q=70
MOTOROLA Moto A200,"₹1,157",25% off,4,867 Ratings & 77 Reviews,"56 MB RAM | 36 MB ROM | Expandable Upto 64 GB
4.5 cm (1.77 inch) HVGA Display
0MP | 0MP Front Camera
800 mAh Battery
NA Processor
2 Years Domestic Replacement Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/9/d/moto-a200-od-1802-motorola-original-imahg2sfhpudwa9r.jpeg?q=70
"vivo T4 Pro 5G (Nitro Blue, 256 GB)","₹29,999",14% off,4.5,"16,016 Ratings & 1,037 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP + 2MP + 50MP | 32MP Front Camera
6500 mAh Battery
7 Gen 4 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70
"vivo T4 Pro 5G (Nitro Blue, 128 GB)","₹27,999",15% off,4.5,"16,016 Ratings & 1,037 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP + 2MP + 50MP | 32MP Front Camera
6500 mAh Battery
7 Gen 4 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70
"vivo T4 Pro 5G (Blaze Gold, 256 GB)","₹29,999",14% off,4.5,"16,016 Ratings & 1,037 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP + 2MP + 50MP | 32MP Front Camera
6500 mAh Battery
7 Gen 4 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/c/b/-original-imahfkvezr4fcets.jpeg?q=70
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹12,556",16% off,4.3,"7,388 Ratings & 313 Reviews","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/m/-original-imahgkgxgjggq6q8.jpeg?q=70
"REDMI 15 5G (Midnight Black, 256 GB)","₹17,605",11% off,4.3,"3,175 Ratings & 158 Reviews","8 GB RAM | 256 GB ROM
17.53 cm (6.9 inch) Display
50MP Rear Camera
7000 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/o/d/15-5g-redmi-15-5g-redmi-original-imahfgbgx6xvdhpq.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 128 GB)","₹20,999",16% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/p/a/-original-imahkcvguk5mx7zm.jpeg?q=70
"Nothing Phone (3a) Pro (Black, 128 GB)","₹29,999",9% off,4.5,"13,844 Ratings & 1,038 Reviews","8 GB RAM | 128 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/h/-original-imahcfcfkenf5rks.jpeg?q=70
Kechaoda K112,"₹1,625",18% off,4,"32,007 Ratings & 2,831 Reviews","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
0.3MP + 0MP | 0MP Front Camera
3600 mAh Battery
No Processor
no warranty",https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/x/y/a/k112-k112-kechaoda-original-imag4zynzw7efpk6.jpeg?q=70
"POCO M7 5G (Satin Black, 128 GB)","₹10,799",16% off,4.1,"75,808 Ratings & 3,507 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/3/-original-imah9wydpxgkjtgw.jpeg?q=70
"POCO F7 5G (Frost White, 512 GB)","₹35,999",5% off,4.4,"21,636 Ratings & 2,073 Reviews","12 GB RAM | 512 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera | 20MP Front Camera
7550 mAh Li-Polymer + Silicon Carbon Battery
8s Gen 4 Processor
Rear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recording
Front camera -20MP with Portrait Mode | | Front Video Recording | Night Mode
Display -6.83 inch 1.5K pOLED with 120 Hz refresh rate
Battery 7550mAh, 90W charger, 22.5W reverse charging
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/w/l/-original-imahdpu7udvckghp.jpeg?q=70
"MOTOROLA Edge 50 (Jungle Green, 256 GB)","₹21,999",33% off,4.3,"42,163 Ratings & 2,977 Reviews","8 GB RAM | 256 GB ROM
16.94 cm (6.67 inch) Display
50MP + 13MP + 10MP | 32MP Front Camera
5000 mAh Battery
Snapdragon 7 Gen 1 Accelerated Edition Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/x/w/edge-50-pb2w0001in-motorola-original-imah3anbhkbjgqtk.jpeg?q=70
